Job Title,Company,Location,Description,Required Skills
Software Engineer Test,,"Rabat, Rabat Sal K nitra, Morocco","Missions Vous int grez nos quipes Rabat en tant que testeur et Automatisation pour r aliser des sc narios de tests et consigne les r sultats en utilisant des comp tences de d veloppement, d int gration et des plateformes et outils de tests. Missions Effectuer des tests, des analyses de code pour garantir la qualit des web services de l infrastructure Mettre en place et maintenir une documentation technique claire et concise. D velopper des solutions et ou int grer des outils pour faciliter le testing automatis Collaborer avec les quipes de d veloppement et d infrastructure pour assurer une int gration harmonieuse des applications dans le cloud on Premise. Participer activement aux c r monies Agile, contribuant ainsi la planification et la r alisation des objectifs du programme d automatisation Mettre en œuvre des pratiques CICD pour automatiser le d ploiement et les tests des applications. Collaborer avec les quipes DevOps pour optimiser les performances, la s curit et la disponibilit des applications. Restez jour sur les derni res tendances et les meilleures pratiques en mati re d int gration. Profil recherch Comp tences Prioritaires Int gration et configuration d outils de test Robot Framework, Xray, Jmeter Mise en œuvre et compr hension du principe de CICD (Gitlab, Runners, Docker) Connaissance langage de programmation Python et ou Golang Formations De formation Bac 5 ( cole d ing nieurs ou quivalent universitaire), Il poss de une ou plusieurs exp riences significatives de 5 ans ou plus en tant qu Int grateur testeur automaticien. Il devra interagir avec les diff rentes Dev Team, analyser les solutions techniques en place ou en cours de conception afin d apporter son expertise et jouera un r le essentiel dans le d veloppement et l int gration de solution de testing automatis . Il aura galement la responsabilit d assurer le maintien en condition op rationnelle.","Effectuer des tests, des analyses de code pour garantir la qualit des web services de l infrastructure Mettre en place et maintenir une documentation technique claire et concise. D velopper des solutions et ou int grer des outils pour faciliter le testing automatis Collaborer avec les quipes de d veloppement et d infrastructure pour assurer une int gration harmonieuse des applications dans le cloud on Premise. Participer activement aux c r monies Agile, contribuant ainsi la planification et la r alisation des objectifs du programme d automatisation Mettre en œuvre des pratiques CICD pour automatiser le d ploiement et les tests des applications. Collaborer avec les quipes DevOps pour optimiser les performances, la s curit et la disponibilit des applications. Restez jour sur les derni res tendances et les meilleures pratiques en mati re d int gration."
"D veloppeur Java Senior (H F) Rabat, Hay Riad",,"Rabat, Rabat Sal K nitra, Morocco","propos de Go Dev Depuis 2017, nous sommes les pionniers du conseil en d veloppement Digital dans les secteurs bancaire, financier, assurantiel et digital. Nous recherchons un d veloppeur JAVA Senior avec un fort potentiel d volution pour rejoindre nos quipes R D Vos Missions D veloppements Java JEE dans un contexte agile (tribu squad) volution et maintenance du progiciel Participation aux activit s de conception et sp cification Participation aux projets R D pour am liorer nos progiciels Pr paration et organisation de d mos internes et client Tests unitaires et recettes fonctionnelles Garant des solutions techniques mises en œuvre Accompagnement des d veloppeurs Java 11 DevOps Votre parcours chez nous commence par une formation sur notre solution et les m tiers de l assurance Profil Recherch Formation sup rieure en cole d ing nieur ou universitaire Dynamique et motiv par les d fis Minimum 5 ans d exp rience Ma trise de Java et cosyst me Spring Bonne pratique des langages HTML5, JavaScript, CSS, jQuery Connaissance des outils tels qu Eclipse, Jenkins, UML, Oracle, SQL Server, PostgreSQL Exp rience en m thodologie agile Excellente expression orale et crite en fran ais Type de contrat CDI Disponibilit ASAP Rejoignez nous et voluez dans un environnement stimulant et innovant Envoyez nous votre candidature d s maintenant. Les Comp tences Requises Java Spring HTML5 Query CSS Oracle Salaire N gociable Poste bas Rabat Maroc Type de contrat CDI Type de poste Pr sentiel",D veloppements Java JEE dans un contexte agile (tribu squad) volution et maintenance du progiciel Participation aux activit s de conception et sp cification Participation aux projets R D pour am liorer nos progiciels Pr paration et organisation de d mos internes et client Tests unitaires et recettes fonctionnelles Garant des solutions techniques mises en œuvre Accompagnement des d veloppeurs Java 11 DevOps
2025 Software Dev Engineer Intern Morocco,,"Rabat, Rabat Sal K nitra, Morocco","Description Do you want to solve business challenges through innovative technology Do you enjoy working on cutting edge, scalable services technology in a team environment Do you like working on industry defining projects that move the needle At Amazon, we hire the best minds in technology to innovate and build on behalf of our customers. The intense focus we have on our customers is why we are one of the world s most beloved brands customer obsession is part of our company DNA. Our interns write real software and collaborate with a selected group of experienced software development engineers who help interns on projects that matter to our customers. We want to you to feel welcomed, included and valued right from the start. Every day will be filled with exciting new challenges, developing new skills, and achieving personal growth. How often can you say that your work changes the world At Amazon, you ll say it often. Join us and define tomorrow. We Have Two Different Internship Durations Available 3 months internship 6 months internship Please ensure to indicate your availability during the application process. Key job responsibilities Collaborate with experienced cross disciplinary Amazonians to conceive, design, and bring to market innovative products and services. Design and build innovative technologies in a large distributed computing environment and help lead fundamental changes in the industry. Create solutions to run predictions on distributed systems with exposure to innovative technologies at incredible scale and speed. Build distributed storage, index, and query systems that are scalable, fault tolerant, low cost, and easy to manage use. Work in an agile environment to deliver high quality software. A day in the life As an intern, you will be matched to a manager and a mentor. You will have the opportunity to influence the evolution of Amazon technology and lead mission critical projects early in your career. Your design, code, and raw smarts will contribute to solving some of the most complex technical challenges in the areas of distributed systems, data mining, automation, optimisation, scalability, and security just to name a few. In addition to working on an impactful project, you will have the opportunity to engage with Amazonians for both personal and professional development, expand your network, and participate in activities with other interns throughout your internship. No matter the location of your internship, we give you the tools to own your project and learn in a real world setting. Many of our technologies overlap, and you would be hard pressed to find a team that is not using Amazon Web Services (AWS), touching the catalogue, or iterating services to better personalise for customers. We make the impossible, possible. Basic Qualifications Currently enrolled in a Bachelor s or Master s Degree in Computer Science, Computer Engineering, or related fields at time of application Although no specific programming language is required you should be familiar with the syntax of languages such as Java, C C , or Python Knowledge of Computer Science fundamentals such as object oriented design, algorithm design, data structures, problem solving and complexity analysis Preferred Qualifications Previous technical internship(s) if applicable Experience with distributed, multi tiered systems, algorithms, and relational databases Experience in optimization mathematics such as linear programming and nonlinear optimisation Ability to effectively articulate technical challenges and solutions Adept at handling ambiguous or undefined problems as well as ability to think abstractly Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https amazon.jobs content en how we hire accommodations for more information. If the country region you re applying in isn t listed, please contact your Recruiting Partner. Company Netfective Technology Maroc SARL M57 Job ID A2787959",3 months internship 6 months internship
Scrum master (H F) Technopolis,,"Rabat, Rabat Sal K nitra, Morocco","Poste Entant que Scrum master, vous serez responsable du d ploiement de la m thode Scrum et du respect des bonnes pratiques, vous devriez travailler en troite collaboration avec le chef de projet. Votre p rim tre peut voluer selon la variation de l activit , et vos missions principales consistent Encadrer et animer des quipes projets Superviser et coordonner le travail de l ensemble des membres de l quipe Mettre en place les structures de suivi et ses r gles de fonctionnement (M thodes, outils de pilotage, indicateurs ). Identifier les forces et axes d am lioration de l quipe au regard des objectifs et du contexte Mettre en place les moyens mat riels et processus pour r aliser les objectifs G rer le projet en s appuyant sur l expertise technique du coordinateur Suivre les tapes, d lais du projet et analyser les carts par rapport la demande Adapter et optimiser le projet selon les volutions et le contexte Piloter et mesurer l tat d avancement (Tableaux de bord, Indicateurs ) Pr parer Analyser les plannings de d ploiement avec l quipe projet (Macro chiffrage) Pr paration et suivi des comit s pilotages r union suivi de projet France Maroc D finir l ensemble des phases techniques du projet Identifier et prioriser les besoins et exigences m tier R diger les Sp cifications Techniques du Projet sur la base du cahier des charges en fonction de l architecture technique et des exigences en termes de s curit . R aliser des supports techniques V rifier que le d veloppement est conforme aux attentes des clients avant la Mise en Production ( tablir les parcours client, Test de bout en bout via IHM ) Analyser des probl mes techniques D terminer des mesures correctives Reporter r guli rement au Business Owner et DEV Manager Test et recette technique Planifier et organiser les tests Suivre la mise en production et le d ploiement Profil recherch Dipl me BAC 5 Exp rience Minimum 7 ans Dans en tant que Chef de projet ou poste COMP TENCES TECHNIQUES Bonne connaissance de l architecture applicative Structure et d coupage des applications en composants Maitrise des Couches Services (Data et changes Inter applicatif) Bases de donn es PostGreSQL SQL Bus d v nements Capacit comprendre les impacts de l architecture du syst me d information sur le projet Connaissance des Solutions technologiques clefs d architecture microservices et de technologies Java Angular Conaissance des Chaines d int gration et de d ploiement des applications Outillage Environnement d h bergement dont CI CD Connaissance des principes d exploitation, des contraintes s curit s, de la gestion de flux r seaux Maitrise des outils de de gestion de projets Jira, MS Projets COMP TENCES ORGANISATIONNELLES Maitrise des processus et m thodes de gestion de projet Planning, budget, indicateurs et de certains outils de PMO Maitrise des m thodes Agiles Scrum Management d quipe Animer une d quipe Comp tence Organisationnelle M thodologie Communication QUALIT S Fixer des objectifs qui seront compris et int gr s Sens de l organisation Rigueur Collaborer avec le collectif Travail en quipe Capacit d adaptation dans un environnement international R sistance au stress , Sens des responsabilit s Fiabilit Autonomie Capacit d coute , Etat d esprit ouvert et positif Dynamisme",
Dev Back End senior Fullstack (.NET),,"Rabat, Rabat Sal K nitra, Morocco","Description de l entreprise ALTEN DELIVERY CENTER MAROC, Filiale du leader mondial de l ing nierie et du conseil en technologie cr en 2008 et pr sent F s, Rabat, T touan et Casablanca, compte aujourd hui plus de 2300 consultants et vise un centre d excellence de 3100 consultants ALTENiens en fin 2024. Avec plus de 90 recrutements par mois, ALTEN Maroc est d sormais un acteur majeur de l insertion professionnelle des ing nieurs. Nous accompagnons nos clients, leaders de l Industrie dans leurs strat gies de d veloppement dans les domaines de l automobile, du ferroviaire, de l IT, de la R D et des T l coms M dias. Rejoindre ALTEN MAROC c est b n ficier Des parcours professionnels diversifi s avec des opportunit s de carri re, une mobilit interne, sectorielle, g ographique et m tiers. Des formations certifiantes et dipl mantes. Des v nements r guliers pour combiner bien tre et performance. Description du poste Le(a) candidat(e) retenu(e) pour ce poste sera en charge de D velopper et maintenir des applications web et mobiles. Utiliser les technologies Microsoft pour la r alisation des applications. Collaborer troitement avec les quipes de d veloppement. Travailler en partenariat avec les quipes m tier pour comprendre les besoins. Assurer la qualit et la performance des applications. Qualifications Dipl m (e) d un Bac 5 en cole d ing nieur ou quivalent universitaire avec une sp cialisation en informatique, ou justifiant d une exp rience signicative quivalente Minimum 7 ans d exp rience enFullstack Une exp rience dans le secteur du commerce de d tail ou de la grande distribution serait un plus Ma trise des technologies de d veloppement web et mobile Microsoft, notamment Xamarin.Forms 5, C , .Net 4.0 Core ASP .Net MVC 5, ASP .Net Web Forms, Entity Framework. Exp rience avec les bases de donn es SQL Server et les outils de d veloppement associ s tels que SSIS, SSRS et Powershell. Ma trise des concepts d Agilit (Scrum, Sprint Planning, Backlog ) Connaissance approfondie de GitLab CICD pour la gestion du code source et l int gration continue. Capacit valuer le code et ses impacts, ainsi qu remettre en question les solutions existantes pour les am liorer. Aptitude valuer les probl matiques avec objectivit et proposer des solutions d am lioration. Informations suppl mentaires Vous tes m thodique, innovant, dynamique et appr ciez le travail en quipe Vous souhaitez d velopper vos comp tences dans un environnement stimulant Les m tiers du service vous passionnent et vous cherchez voluer dans une ambiance conviviale Alors, rejoignez nous Au plaisir de vous lire","Des parcours professionnels diversifi s avec des opportunit s de carri re, une mobilit interne, sectorielle, g ographique et m tiers. Des formations certifiantes et dipl mantes. Des v nements r guliers pour combiner bien tre et performance."
Senior Software Dev BackEnd Java Springboot AWS,,"Rabat, Rabat Sal K nitra, Morocco","We are Hiring an English Speaking Senior Full Stack Software Engineer to be part of Imedia24 GmbH International team to design implement Solutions Features for e commerce Platforms in Germany. Imedia24 GmbH, a German based company in Munich; specialized in providing Digitalised solutions, IT Consulting and services to organisations businesses to help them monitor and optimize Products; Operations and transactions using the latest technologies. Profile Solid experience in Software engineering Web development Proficiency in English (written Spoken). Interest in new trends in programming, learning new technologies. Interests to Work in a dynamic, fast moving and growing team Job Role As part of an international team, you will be involved in all phases of the development lifecycle, from conception and design through to coding, code reviews, testing, and delivery. You will be participating in the design and development of backend software components in Java using well known frameworks and architectural patterns Continuously develop yourself and share your knowledge among the team. Undertake technology evaluation, product selection, build proof of concept implementations and provide actionable technology recommendations. Always have the customer in mind and constantly seek feedback from users Create high quality software components in an agile environment and contribute with ideas thanks to flat hierarchies Must Have Job Requirements Solid Backend development Experience (at least 3 years with Java spring boot Preferably Kotlin Springboot Solid Good experience in Microservices Good experience with relational Databases PostgreSQL Confirmed exp with Cloud services AWS(Amazon Web Services) GCP ( Google cloud platform) is desirable Good experience working in an Agile environment with strong attention to well documented code, Unit testing continuous integration Experience working with a highly reactive platform Deep experience with Git, GitHub, Pull Request, and Rebasing Intricate knowledge of building and managing Https web services using REST. Experience with Serverless architectures Employment Terms Job Full Time Location Rabat Sal Region Casablanca Settat Region Remote. Contract Permanent Contract (CDI) Salary to be discussed in line with experience and qualifications Benefits Performance based remuneration model Access to a Fitness Club Professional onboarding Process Experience with European Team Free Access to E learning Platform ensuring Individual development and further training opportunities. A Professional environment and a team with Casual friendly character A Corporate Mobile computer Telephone Contract Professional Event Team building events. Flexibility to work Onsite Remote Hybrid Complementary health insurance","Solid experience in Software engineering Web development Proficiency in English (written Spoken). Interest in new trends in programming, learning new technologies. Interests to Work in a dynamic, fast moving and growing team"
Ing nieur DevOps Ing nieure DevOps,,"Rabat, Rabat Sal K nitra, Morocco","Contexte mission Projet Analyse des besoins client R daction de sp cifications logicielles Concevoir et impl menter de nouvelles briques logicielles via une architecture micro service Assurer la maintenance et l volution des briques logicielles existantes Automatisation de l int gration dans les r f rentiels (IPAM, supervison,..) Audit de conf et des r f rentiels Automatisation d actes m tiers li s au d ploiement et au cycle de vie (couche network juniper,forti,nokia ; couche iaas caas nokia,redhat) Automatisation des tests et r f rencement Bonnes pratiques de dev et consolidation de SoT Profil Vous savez architecturer et impl menter une application complexe en vous basant sur des paradigmes et autres bonnes pratiques adapt es au cloud (cloud native 12 factor applications, Security By Design, ) Vous avez une approche qualit qui se traduit par la mise en place de tests (unitaire int gration), une capacit coder de fa on propre et la recherche d optimisation permanente Vous maitrisez o Le langage de programmation Python o L art du scripting (Shell, Python, ) o Les technologies suivantes Git, API Rest (Swagger OpenAPI), SQL, Docker Vous savez mettre en pratique les approches DevOps avec l automatisation de pipelines CI CD et certains des outils associ s tels que GitLab CI, Ansible ou Terraform Vous avez d j une exp rience de d veloppement au sein d un projet en mode Agile Id alement o Vous tes aussi familier avec les technologies cloud suivantes Kubernetes, Cloud Foundry o Vous avez une expertise sur des infrastructures bas es sur des technologies VMware (vRA, vRO, NSX, ) o Vous maitrisez les langages de programmation suivants JavaScript, Go o Vous tes familier d un ou plusieurs cloud publics tels que AWS, GCP ou AZURE Savoir tre tre pr t prendre des initiatives et proposer des m thodes innovantes Vous tes reconnu pour tre autonome et force de proposition, vous avez de bonnes capacit s de raisonnement et d analyse. Votre implication, votre rigueur et curiosit ainsi que votre bon relationnel seront fortement appr ci s. Vous avez l esprit d quipe, le sens du partage et vous vous panouissez dans une structure l esprit Learn fast o vos actions et vos propositions ont du sens. Pragmatique, efficace, autonome, vous avez une logique d am lioration continue et savez jongler avec les imp ratifs internes et les attentes clients",
D veloppeur(se) Full Stack exp riment Java React,,"Rabat, Rabat Sal K nitra, Morocco","Description de l entreprise Chez Devoteam, nous sommes des Digital Transformakers . Le respect, la franchise et la passion animent chaque jour notre tribu. Ensemble, nous aidons nos clients remporter la bataille du Digital du conseil la mise en œuvre de technologies innovantes, jusqu l adoption des usages. Cloud, Cybersecurity, Data, DevOps, Fullstack Dev, Low Code, RPA n ont plus aucun secret pour notre tribu Nos 10 000 collaborateurs sont certifi s, form s et accompagn s au quotidien pour relever de nouveaux challenges innovants. Leader du Cloud, de la Cybers curit et de la Data en EMEA, le Groupe Devoteam a r alis en 2022 un chiffre d affaires de 1,036 milliard d euros et se donne pour ambition de le doubler dans les 5 ann es venir. Devoteam Maroc, acteur de r f rence dans les expertises IT depuis plus de 30 ans (350 consultants) acc l re sa croissance en d veloppant ses activit s d expertise en nearshore pour r pondre aux besoins de nos clients fran ais, europ ens et moyen orientaux. Es tu pr t(e) nous rejoindre et relever ensemble ce d fi Description du poste Le la consultant(e) aura pour mission de concevoir, d velopper et maintenir des applications web et mobiles performantes et robustes pour nos clients, en utilisant les technologies Java et React. Il elle devra collaborer troitement avec les quipes de d veloppement, de design et de product management afin de garantir la qualit des livrables et la satisfaction des utilisateurs Comp tences Professionnelles Ma trise de Java et de ses frameworks associ s (Spring, Hibernate, etc.) Expertise en d veloppement React Native ou React.js pour la cr ation d interfaces utilisateur performantes et interactives. Connaissance des bases de donn es relationnelles (SQL) et des techniques de mod lisation de donn es. Exp rience dans l utilisation des outils de gestion de versions (Git) et des pratiques de d veloppement Agile (Scrum, Kanban). Comp tences en mati re de tests unitaires et d int gration pour garantir la qualit du code. Capacit comprendre et analyser les besoins des utilisateurs et les traduire en solutions techniques. Excellent esprit de collaboration et de communication pour travailler efficacement au sein d une quipe. Capacit g rer son temps et respecter les d lais impartis. Esprit d initiative et d am lioration continue pour proposer des solutions innovantes et optimiser les processus. Qualifications Dipl m (e) d un Bac 5 en cole d ing nieur ou quivalent universitaire avec une sp cialisation en informatique, ou justifiant d une exp rience significative quivalente Minimum 5 ans d exp rience en Java React (React Native ou React.js) Une exp rience dans le secteur du commerce de d tail ou de la grande distribution serait un plus Informations suppl mentaires https www.linkedin.com company devoteam https twitter.com devoteam https www.facebook.com devoteam",https www.linkedin.com company devoteam https twitter.com devoteam https www.facebook.com devoteam
Ing nieur DevOps Kubernetes Devoteam Maroc Nearshore,,"Rabat, Rabat Sal K nitra, Morocco","Company Description Chez Devoteam, nous sommes des Digital Transformakers . Le respect, la franchise et la passion animent chaque jour notre tribu. Ensemble, nous aidons nos clients remporter la bataille du Digital du conseil la mise en œuvre de technologies innovantes, jusqu l adoption des usages. Cloud, Cybersecurity, Data, DevOps, Fullstack Dev, Low Code, RPA n ont plus aucun secret pour notre tribu Nos 10 000 collaborateurs sont certifi s, form s et accompagn s au quotidien pour relever de nouveaux challenges innovants. Leader du Cloud, de la Cybers curit et de la Data en EMEA, le Groupe Devoteam a r alis en 2022 un chiffre d affaires de 1,036 milliard d euros et se donne pour ambition de le doubler dans les 5 ann es venir. Devoteam Maroc, acteur de r f rence dans les expertises IT depuis plus de 30 ans (350 consultants) acc l re sa croissance en d veloppant ses activit s d expertise en nearshore pour r pondre aux besoins de nos clients fran ais, europ ens et moyen orientaux. Es tu pr t(e) nous rejoindre et relever ensemble ce d fi Job Description Ing nieur DevOps Kubernetes Innovative Tech. Face l av nement du Cloud et des nouvelles m thodes de travail qui en d coulent, Devoteam Innovative Tech accompagne les DSI dans leurs strat gies de modernisation de plateforme en les aidant r pondre plusieurs enjeux majeurs pour les rendre plus agiles, porteuses d innovation et per ues comme un v ritable business partner tout en adoptant une gestion responsable de la consommation nerg tique de leurs nouveaux services. Coeur historique de Devoteam, Devoteam Innovative Tech imagine, con oit et d livre des plateformes hautement disponibles et volutives, automatis es, s curis es et nativement Cloud o l application syst mique des paradigmes d agilit , d int gration et de livraison continues, de conteneurisation et d automatisation rend les m tiers plus agiles et v loces d livrer de nouveaux produits leurs clients. Son collectif pluridisciplinaire s appuie sur l intelligence collective de ses talents Scrum Master, PM, PO, ing nieurs Devops SRE, ing nieurs Cloud Automation, ing nieurs Kubernetes et experts architectes Cloud Native port s par la passion de leur m tier et de leurs technologies et l envie d aller plus loin. Au sein des quipes Nearshore de Devoteam Maroc, tu rejoindras la tribe DevOps Automation une quipe enthousiaste et experte dans l int gration, le d ploiement l administration et l observabilit des solutions d orchestration de conteneurs Kubernetes sur les plateformes Hybrid (Rancher, OpenShift, Tanzu) Multi Cloud (AKS, EKS, GKE). Tu seras le maillon essentiel pour Administrer les clusters Kubernetes qu ils soient manag s (AKS, EKS, GKE) ou non D ployer et configurer un cluster Kubernetes le service etcd, les master et worker nodes, la mise en place d une communication s curis e entre eux, la gestion des certificats, l int gration d une container registry, la configuration des composants de base (CNI, CRI, Storage Class, Cluster Roles ...) et de la s curit (hardening) Automatiser leur d ploiement par l utilisation des outils idoines kubeadm, kops (EKS, GKE), kubespray (VM, bare metal) et les outils des distributions Kubernetes tels Rancher et Openshift Allouer et g rer les ressources du cluster, telles la CPU, la m moire, le stockage, pour garantir des performances optimales des applications Utiliser les objets Kubernetes tels que les d ploiements, les services et les pods pour d ployer et g rer des applications conteneuris es dans le cluster Mettre l chelle par l ajustement dynamique du nombre de r plicas des applications en fonction de la charge pour garantir une utilisation efficace des ressources. G rer les mises jour du cluster, des nœuds, et des applications de mani re transparente tout en assurant une disponibilit continue Mettre en œuvre les pratiques de s curit la gestion des r les et des autorisations (RBAC), la configuration des politiques de s curit r seau (Network Policies) et la gestion des secrets. Mettre en place les outils de surveillance pour suivre les performances du cluster, d tecter les erreurs et les pannes, et collecter des m triques pour l analyse (Prometheus, Grafana ). Mettre en place des m canismes de sauvegarde des donn es des applications et les l ments de configurations du cluster ainsi que des proc dures de restauration en cas de d faillance Collecter et analyser les journaux (logs) des conteneurs et des composants du cluster pour le d pannage et la s curit Identifier et r soudre les goulots d tranglement, ajuster les configurations, et optimiser les performances globales du cluster Diagnostiquer et r soudre les probl mes li s au cluster, aux applications et aux conteneurs Planifier et mettre en œuvre des strat gies d volutivit pour faire face l augmentation des charges de travail S inscrire dans une d marche DevSecOps pour g rer les versions de code, cr er, stocker et scanner les images conteneurs et automatiser le d ploiement des composants et applications en adoptant pourquoi pas GitOps Apporter une expertise sur Kubernetes et son cosyst me Participer l adoption de Kubernetes, en tenant compte des exigences de l entreprise et des meilleures pratiques Fournir un support aux quipes internes (r f rent, formation, coaching), incluant la mise disposition de documentation d taill e sur l architecture et la gestion du cluster Travailler en troite collaboration avec les quipes de d veloppement, d exploitation et autres parties prenantes pour assurer un d ploiement r ussi et une gestion continue du cluster tre pr t intervenir en support d escalade et en cas d incidents critiques par la mise en œuvre des plans d urgence et des proc dures de r cup ration Planifier et r aliser les mises jour r guli res du cluster, en veillant la compatibilit des versions et de la disponibilit continue des applications h berg es Mettre en œuvre et maintenir les normes de s curit en conformit des politiques de s curit de l entreprise et des meilleures pratiques Identifier et mettre en œuvre les strat gies d optimisation des co ts li es aux ressources utilis es par le cluster Effectuer une veille technologique sur l cosyst me Kubernetes et proposer des solutions visant garantir et am liorer en continu le service offert Tu donneras ta pleine mesure par la ma trise de tes fondamentaux techniques, ta connaissance sur le bout des doigts de Kubernetes et son cosyst me que tu utiliseras et surtout en affirmant ta volont comprendre les besoins et l offre de service sur lesquels tu travailleras. Ton terrain de jeu la distribution, l nergie, la finance, l industrie, la sant et les transports avec plein de cas d usage et de nouveaux d fis techniques relever ensemble pour le compte de clients exigeants. Qualifications Ce qu on attend de toi. Que tu aies foi dans DevOps et Kubernetes Que tu aides ton coll gue Que tu sois gentil avec tes RHs Que tu t clates dans ta mission Et que les Codingame ne te fassent pas peur (tu ne seras pas seul on t aidera) Et plus s rieusement Que tu ma trises les fondamentaux de l administration d un cluster Kubernetes Que tu souhaites t investir sur les nouveaux paradigmes de l orchestration des conteneurs dans une d marche DevSecOps et que tu t engages nos c t s dans cette aventure Que tu aimes travailler en mode agile Que tu r alises avec assiduit et rigueur les activit s demand es Que tu sois proche des commanditaires et des parties prenantes, que tu les accompagnes dans la d finition de leurs nouveaux besoins et services dans des ateliers, en d finissant les user stories et en prouvant au travers de POC Et Kubernetes fait partie de tes drivers et tu en es un promoteur convaincu tu travailles ton code, tu commit en Open Source, tu fais un peu de comp tition alors rejoins nous Quels atouts pour rejoindre l quipe Dipl me d ing nieur ou quivalent A partir de 3 ans d exp rience dans la fonction Exp rience av r e dans l administration de cluster Kubernetes et support d expertise Une(des) certification(s) CKA, CKS, CKAD est(sont) un plus en confirmation de l exp rience dans la pratique Ma trise des outils d int gration CI CD et du travail en mode agile Un excellent relationnel, tu aimes travailler en quipe Un sens prononc du service et engag dans tes activit s Savoir communiquer et couter en toutes circonstances et crire sans fautes and you are fluent in english, indeed Additional Information Informations additionnelles. Poste bas au Maroc dans nos locaux de Rabat et ou Casablanca et ouvert uniquement en CDI Poste hybride avec possibilit de t l travail En rejoignant Devoteam, vous aurez la possibilit d changer avec vos pairs, de partager leur exp rience et de d velopper vos comp tences en rejoignant la communaut Innovative Tech rassemblant les consultants des 18 pays du Groupe Restons connect s https www.linkedin.com company devoteam https twitter.com devoteam https www.facebook.com devoteam","D ployer et configurer un cluster Kubernetes le service etcd, les master et worker nodes, la mise en place d une communication s curis e entre eux, la gestion des certificats, l int gration d une container registry, la configuration des composants de base (CNI, CRI, Storage Class, Cluster Roles ...) et de la s curit (hardening) Automatiser leur d ploiement par l utilisation des outils idoines kubeadm, kops (EKS, GKE), kubespray (VM, bare metal) et les outils des distributions Kubernetes tels Rancher et Openshift Allouer et g rer les ressources du cluster, telles la CPU, la m moire, le stockage, pour garantir des performances optimales des applications Utiliser les objets Kubernetes tels que les d ploiements, les services et les pods pour d ployer et g rer des applications conteneuris es dans le cluster Mettre l chelle par l ajustement dynamique du nombre de r plicas des applications en fonction de la charge pour garantir une utilisation efficace des ressources. G rer les mises jour du cluster, des nœuds, et des applications de mani re transparente tout en assurant une disponibilit continue Mettre en œuvre les pratiques de s curit la gestion des r les et des autorisations (RBAC), la configuration des politiques de s curit r seau (Network Policies) et la gestion des secrets. Mettre en place les outils de surveillance pour suivre les performances du cluster, d tecter les erreurs et les pannes, et collecter des m triques pour l analyse (Prometheus, Grafana ). Mettre en place des m canismes de sauvegarde des donn es des applications et les l ments de configurations du cluster ainsi que des proc dures de restauration en cas de d faillance Collecter et analyser les journaux (logs) des conteneurs et des composants du cluster pour le d pannage et la s curit Identifier et r soudre les goulots d tranglement, ajuster les configurations, et optimiser les performances globales du cluster Diagnostiquer et r soudre les probl mes li s au cluster, aux applications et aux conteneurs Planifier et mettre en œuvre des strat gies d volutivit pour faire face l augmentation des charges de travail S inscrire dans une d marche DevSecOps pour g rer les versions de code, cr er, stocker et scanner les images conteneurs et automatiser le d ploiement des composants et applications en adoptant pourquoi pas GitOps"
